dt_movimento;nu_apf;nu_contrato;no_mutuario;txt_cpf;dt_assinatura;vr_encargo_total_atraso;qt_dias_atraso;pz_amortizacao;pz_decorrido;pz_remanescente;vr_renda_familiar_comprovada;vr_garantia_inicial;dt_nascimento;co_sexo;qt_coobrigados;de_estado_civil;dsc_tipo_contrato;dt_termino_contrato;dsc_situacao_ctr;qt_prestacoes_atraso;vr_saldo_devedor_atual;vr_prestacao;co_municipio_ibge_completo;name_file
05/04/2021;59737620;362195852344;Larissa Gonçalves;43561102081;28/06/2023;0;0;0;120;0;313964,0;-11225963,6;04/07/1994;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-01 00:00:00.000;LIQUIDADO;0;0.0;0;940391;INT039
09/06/2018;46061038;820110280954;Adriana de Lima;54017480957;07/01/2015;0;0;0;120;0;840,0;37194,0;18/07/2005;1;0;Divorciado;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;0;0.0;0;515730;INT039
08/03/2023;59304052;459166324536;Gabriela Lopes;70017582060;17/07/2022;0;0;0;120;0;314217,0;-11235065,9;12/03/1992;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;130646;INT039
15/09/2019;62361980;753425349178;Vanessa Carvalho;66708980837;13/09/2022;0;0;0;120;0;314470,0;-11244168,1;06/12/1988;2;0;Divorciado;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-01 00:00:00.000;LIQUIDADO;0;0.0;0;837708;INT039
27/09/2015;76245271;179487730425;Cristiane Alves;36172559495;03/11/2024;0;0;0;120;0;959,0;68514,0;06/12/1995;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-30 00:00:00.000;LIQUIDADO;0;0.0;0;185399;INT039
16/06/2021;18765463;302461460125;Ângela Cardoso;95578060917;04/03/2021;0;0;0;120;0;314723,0;-11253270,4;11/11/1996;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-14 00:00:00.000;LIQUIDADO;0;0.0;0;619542;INT039
06/10/2019;49239577;817463034176;Jéssica Soares;97784780551;01/06/2019;0;0;0;120;0;314976,0;-11262372,6;26/09/1995;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;103;0.0;0;364702;INT039
12/12/2024;93039369;123067041675;Luciana Rocha;99368245965;11/08/2021;0;0;0;120;0;778,0;30778,0;07/12/1989;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-30 00:00:00.000;LIQUIDADO;0;0.0;0;433118;INT039
11/01/2018;72844420;195247544732;Rosângela Dias;55947420857;15/10/2016;0;0;0;120;0;315229,0;-11271474,9;13/12/1989;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;112;0.0;0;217914;INT039
28/11/2023;86503853;673642461752;Vera Dias;38622198922;27/04/2024;0;0;0;120;0;315482,0;-11280577,1;11/09/1985;1;0;Divorciado;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-01 00:00:00.000;LIQUIDADO;0;0.0;0;883766;INT039
27/09/2021;43096281;114814226575;Aparecida Carvalho;82792189832;26/11/2023;0;0;0;120;0;582,0;42299,0;13/10/1991;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;5;0.0;0;514543;INT039
08/07/2024;36189402;510700590454;Amanda Nunes;76043827683;16/08/2019;0;0;0;120;0;315735,0;-11289679,4;25/11/2000;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-01 00:00:00.000;LIQUIDADO;0;0.0;0;617877;INT039
11/06/2023;44615958;553368376138;Natália da Costa;15646559062;13/10/2011;0;0;0;120;0;315988,0;-11298781,6;21/02/1987;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-30 00:00:00.000;LIQUIDADO;0;0.0;0;107901;INT039
07/01/2022;93972225;696011575059;Daniela Pereira;72771065431;19/09/2018;0;0;0;120;0;910,0;50490,0;14/12/1990;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-14 00:00:00.000;LIQUIDADO;0;0.0;0;170751;INT039
25/06/2016;32837922;294497498397;Cristiane de Souza;94559466656;16/07/2024;0;0;0;120;0;316241,0;-11307883,9;10/07/2000;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;0;0.0;0;697699;INT039
21/01/2018;51111197;611457699248;Amanda de Almeida;81902572263;18/04/2017;0;0;0;120;0;316494,0;-11316986,1;03/10/1987;2;0;ViÃºvo;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;0;0.0;0;477946;INT039
07/09/2020;10526708;788351770302;Terezinha Moreira;81814518156;16/02/2025;0;0;0;120;0;825,0;43551,0;02/02/1985;1;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-08 00:00:00.000;LIQUIDADO;0;0.0;0;712426;INT039
14/05/2016;83647760;755532494987;Sônia Bezerra;43023693104;09/02/2017;0;0;0;120;0;316747,0;-11326088,4;01/05/1991;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-08 00:00:00.000;LIQUIDADO;0;0.0;0;796598;INT039
08/11/2015;92821262;467641809438;Lúcia Cardoso;63702872046;05/04/2011;0;0;0;120;0;317000,0;-11335190,6;04/12/1994;1;0;Divorciado;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-01 00:00:00.000;LIQUIDADO;0;0.0;0;686517;INT039
24/08/2022;55626931;701360866112;Josefa Rodrigues;61326294964;19/08/2011;0;0;0;120;0;403,0;57936,0;26/02/1998;2;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;0;0.0;0;357512;INT039
24/01/2024;85166759;626184699600;Andréia Santos;92861882373;28/11/2015;0;0;0;120;0;317253,0;-11344292,9;24/02/2003;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;556014;INT039
04/12/2017;36614478;943042744453;Luana Vieira;23903917136;19/06/2013;0;0;0;120;0;317506,0;-11353395,1;04/07/2004;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-02 00:00:00.000;LIQUIDADO;0;0.0;0;530707;INT039
11/05/2024;96163425;519927195725;Aline Nascimento;40218640260;04/11/2020;0;0;0;120;0;618,0;53797,0;07/09/1994;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-04 00:00:00.000;LIQUIDADO;0;0.0;0;546300;INT039
16/02/2015;38665355;563720102436;Daniela Araujo;68896742165;04/11/2014;0;0;0;120;0;317759,0;-11362497,4;02/09/1995;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2021-03-30 00:00:00.000;LIQUIDACAO_SINISTRO;0;0.0;0;192105;INT039
08/10/2016;93717319;927194343387;Fernanda Araujo;38583686442;21/08/2024;0;0;0;120;0;318012,0;-11371599,6;03/10/1999;1;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-01 00:00:00.000;LIQUIDADO;0;0.0;0;663422;INT039
16/03/2022;34230246;997547604332;Rosa Machado;53015454978;17/11/2017;0;0;0;120;0;484,0;38710,0;02/08/2003;2;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;0;0.0;0;706980;INT039
23/05/2017;23277782;712204670851;Jéssica Soares;77206891029;13/06/2022;0;0;0;120;0;318265,0;-11380701,9;06/03/1994;2;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;0;0.0;0;262626;INT039
15/09/2015;92843211;284859993791;Bruna Ramos;37728274824;19/07/2016;0;0;0;120;0;318518,0;-11389804,1;23/11/1993;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;612159;INT039
10/11/2022;78944378;630576902469;Letícia Almeida;24314377328;24/05/2018;0;0;0;120;0;446,0;41965,0;26/04/1986;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;0;0.0;0;729095;INT039
10/08/2015;17004796;515441998854;Jaqueline da Silva;18942286748;26/03/2017;0;0;0;120;0;318771,0;-11398906,4;12/07/2000;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;85;0.0;0;504153;INT039
18/06/2023;85116426;160313588236;Raquel Vieira;20631396871;05/10/2016;0;0;0;120;0;319024,0;-11408008,6;26/09/1996;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;0;0.0;0;400378;INT039
20/10/2022;96991574;737703491256;Carla de Sousa;96795043472;15/02/2019;0;0;0;120;0;604,0;69785,0;24/07/1994;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-30 00:00:00.000;LIQUIDADO;0;0.0;0;798954;INT039
07/01/2015;96214982;675686792373;Bruna Alves;24138289537;12/09/2025;0;0;0;120;0;319277,0;-11417110,9;26/09/1986;1;0;ViÃºvo;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-08 00:00:00.000;LIQUIDADO;0;0.0;0;816432;INT039
17/01/2020;26797901;665773363881;Natália Souza;46431317118;27/01/2012;0;0;0;120;0;319530,0;-11426213,1;14/11/1994;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-02-28 00:00:00.000;LIQUIDADO;0;0.0;0;413753;INT039
22/04/2025;72749000;692782607167;Raimunda Santos;81128721513;27/04/2021;0;0;0;120;0;439,0;44514,0;23/08/1995;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2016-11-01 00:00:00.000;LIQUIDACAO_SINISTRO;0;0.0;0;732383;INT039
27/03/2024;76427212;627088137511;Cristiane de Oliveira;61618336421;26/07/2019;0;0;0;120;0;319783,0;-11435315,4;11/01/1996;1;0;;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-04-30 00:00:00.000;LIQUIDADO;0;0.0;0;701687;INT039
12/02/2018;72431610;449195213657;Júlia Lima;76876220612;15/12/2015;0;0;0;120;0;320036,0;-11444417,6;26/04/2002;2;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-08 00:00:00.000;LIQUIDADO;0;0.0;0;734659;INT039
07/03/2022;14604429;702915996628;Gabriela Batista;32676572791;22/07/2025;0;0;0;120;0;412,0;52621,0;02/03/2002;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-02 00:00:00.000;LIQUIDADO;0;0.0;0;303124;INT039
09/07/2025;41231119;301419408526;Daniela Bezerra;71839334820;18/05/2017;0;0;0;120;0;320289,0;-11453519,9;15/04/2001;2;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;0;0.0;0;376571;INT039
26/11/2017;19985399;494134000442;Terezinha Soares;34037721138;04/12/2018;0;0;0;120;0;320542,0;-11462622,1;22/03/2006;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;0;0.0;0;148886;INT039
06/07/2019;26259116;858446537753;Cristiane Carvalho;24918602154;17/09/2024;0;0;0;120;0;792,0;33935,0;04/05/1984;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;303814;INT039
02/11/2022;22126551;736826313528;Gabriela Oliveira;10449140945;14/04/2013;0;0;0;120;0;320795,0;-11471724,4;14/10/1994;1;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;0;0.0;0;840151;INT039
08/05/2025;12601085;948231360464;Sandra de Souza;32615362195;28/06/2023;0;0;0;120;0;321048,0;-11480826,6;26/10/1996;1;0;Menor emancipado;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;0;0.0;0;118388;INT039
18/11/2018;93174117;937789904465;Simone Barbosa;20545632968;16/12/2021;0;0;0;120;0;614,0;68871,0;03/01/1984;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-08 00:00:00.000;LIQUIDADO;0;0.0;0;824765;INT039
25/02/2019;27008884;165113063713;Andréia Alves;86626819061;08/02/2017;0;0;0;120;0;321301,0;-11489928,9;19/06/1984;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;0;0.0;0;458522;INT039
05/09/2018;79013595;618276821387;Luana Moreira;77966529887;26/01/2019;0;0;0;120;0;321554,0;-11499031,1;06/08/2002;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;502377;INT039
11/01/2023;83674624;295330367971;Luciana Borges;93869359421;23/11/2024;0;0;0;120;0;928,0;69786,0;21/02/1996;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-30 00:00:00.000;LIQUIDADO;0;0.0;0;798264;INT039
27/12/2021;34800171;789014799969;Adriana Martins;80567441113;13/05/2019;0;0;0;120;0;321807,0;-11508133,4;14/04/2002;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;0;0.0;0;747978;INT039
11/10/2023;12808203;242944321487;Vanessa Lima;39375240859;22/09/2015;0;0;0;120;0;322060,0;-11517235,6;16/06/1987;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-30 00:00:00.000;LIQUIDADO;0;0.0;0;250163;INT039
21/06/2015;48458165;440352199445;Natália Oliveira;77120918683;04/05/2018;0;0;0;120;0;692,0;43163,0;19/04/1994;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-02-28 00:00:00.000;LIQUIDADO;0;0.0;0;690810;INT039
17/02/2023;69024246;206725386968;Rita da Costa;46688253073;24/08/2025;0;0;0;120;0;322313,0;-11526337,9;11/03/1989;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;584995;INT039
18/12/2018;45238970;340817111179;Amanda Sousa;53999121554;03/10/2019;0;0;0;120;0;322566,0;-11535440,1;01/12/1989;1;0;ViÃºvo;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;0;0.0;0;618184;INT039
22/12/2017;81142610;148074163532;Márcia Batista;56781477995;04/12/2024;0;0;0;120;0;862,0;68089,0;28/09/1992;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-02 00:00:00.000;LIQUIDADO;0;0.0;0;653563;INT039
27/07/2020;59893733;700771097120;Amanda da Costa;22511801668;12/02/2012;0;0;0;120;0;322819,0;-11544542,4;11/10/1985;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-18 00:00:00.000;LIQUIDADO;0;0.0;0;472572;INT039
09/07/2018;71581054;802981716673;Raimunda Martins;86325640178;28/03/2020;0;0;0;120;0;323072,0;-11553644,6;25/01/1995;1;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-04 00:00:00.000;LIQUIDADO;0;0.0;0;819422;INT039
15/05/2018;43204195;411934068714;Raimunda Bezerra;19509051491;12/05/2025;0;0;0;120;0;650,0;65817,0;11/10/1990;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-02 00:00:00.000;LIQUIDADO;0;0.0;0;772740;INT039
27/07/2024;84549053;520483740949;Luciana Araujo;73651136979;01/01/2021;0;0;0;120;0;323325,0;-11562746,9;15/04/2002;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;339347;INT039
04/12/2022;96268575;658983903819;Júlia Silva;98519898541;14/11/2021;0;0;0;120;0;323578,0;-11571849,1;12/09/1994;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;0;0.0;0;649681;INT039
18/04/2020;66780884;514604496857;Terezinha Ferreira;67401546068;07/07/2019;0;0;0;120;0;982,0;62898,0;24/10/2003;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-08 00:00:00.000;LIQUIDADO;0;0.0;0;783815;INT039
04/06/2020;33141526;686258787900;Jaqueline de Araujo;64367534669;28/12/2011;0;0;0;120;0;323831,0;-11580951,4;18/03/1987;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-08 00:00:00.000;LIQUIDADO;0;0.0;0;828361;INT039
01/01/2018;94702215;944299102283;Eliane Ferreira;85403649441;09/07/2018;0;0;0;120;0;324084,0;-11590053,6;09/10/1988;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;249781;INT039
05/05/2022;22832874;721686931821;Josefa Pereira;15393800814;28/07/2020;0;0;0;120;0;935,0;33037,0;15/12/1991;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-04-30 00:00:00.000;LIQUIDADO;0;0.0;0;944719;INT039
07/10/2019;92648515;223406585788;Raquel Cardoso;51981516153;15/07/2016;0;0;0;120;0;324337,0;-11599155,9;20/06/1987;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;467270;INT039
24/03/2024;36848524;538438801099;Márcia Borges;55105009742;17/02/2022;0;0;0;120;0;324590,0;-11608258,1;03/04/2002;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-08 00:00:00.000;LIQUIDADO;0;0.0;0;132845;INT039
09/02/2018;22737387;600932000546;Márcia Almeida;95913794025;08/06/2019;0;0;0;120;0;756,0;66622,0;04/11/1999;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;674618;INT039
13/06/2019;48807263;706519890711;Camila Dias;84849276344;20/05/2021;0;0;0;120;0;324843,0;-11617360,4;06/05/1987;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;533550;INT039
04/10/2022;21859445;652096019644;Eliane da Silva;67542481741;23/01/2015;0;0;0;120;0;325096,0;-11626462,6;18/05/2005;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-08 00:00:00.000;LIQUIDADO;0;0.0;0;616914;INT039
02/04/2020;57554718;301637734512;Marlene Ramos;78489741879;20/05/2017;0;0;0;120;0;699,0;42639,0;25/01/1988;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-02 00:00:00.000;LIQUIDADO;0;0.0;0;136892;INT039
11/07/2019;52446610;842522035748;Mariana Ferreira;13266628390;28/12/2023;0;0;0;120;0;325349,0;-11635564,9;10/04/1985;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-02 00:00:00.000;LIQUIDADO;0;0.0;0;901661;INT039
05/05/2018;46176121;436633218115;Simone dos Santos;86466606559;18/06/2013;0;0;0;120;0;325602,0;-11644667,1;06/02/2000;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;936698;INT039
16/07/2016;65954703;892939530582;Antônia de Araujo;94434425294;08/05/2016;0;0;0;120;0;697,0;50646,0;22/01/1997;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-02 00:00:00.000;LIQUIDADO;0;0.0;0;839889;INT039
08/07/2021;67699847;802164401080;Beatriz Lopes;40221642902;12/09/2017;0;0;0;120;0;325855,0;-11653769,4;01/10/2000;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;92;0.0;0;353666;INT039
08/07/2019;63720235;119297430875;Marlene do Nascimento;45705568905;11/06/2023;0;0;0;120;0;326108,0;-11662871,6;08/02/1993;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;0;0.0;0;469016;INT039
26/02/2019;70198349;226395630166;Maria de Sousa;59591691476;09/08/2012;0;0;0;120;0;947,0;30349,0;04/08/2004;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;84;0.0;0;667149;INT039
11/12/2019;89373460;874897974706;Sandra Martins;77988269923;16/08/2015;0;0;0;120;0;326361,0;-11671973,9;09/07/1995;1;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;183711;INT039
01/08/2017;60821567;269764681251;Bruna Marques;71545120355;02/04/2018;0;0;0;120;0;326614,0;-11681076,1;02/10/1999;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-14 00:00:00.000;LIQUIDADO;0;0.0;0;753761;INT039
16/03/2023;56393365;750612383518;Francisca Ribeiro;42369566307;24/06/2022;0;0;0;120;0;590,0;57793,0;09/08/1993;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-14 00:00:00.000;LIQUIDADO;64;0.0;0;479239;INT039
26/09/2021;20592285;350642864338;Terezinha Santos;79212765832;04/05/2020;0;0;0;120;0;326867,0;-11690178,4;07/11/1997;2;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;0;0.0;0;249735;INT039
24/04/2017;71588169;346587765368;Cláudia Batista;51739133375;13/09/2025;0;0;0;120;0;327120,0;-11699280,6;11/12/1986;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-14 00:00:00.000;LIQUIDADO;0;0.0;0;461760;INT039
25/07/2019;87416633;572462625473;Fernanda de Lima;55809150576;14/03/2016;0;0;0;120;0;533,0;41658,0;06/03/2005;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;0;0.0;0;165520;INT039
03/10/2016;57744379;913614473033;Jaqueline Santana;44395541431;04/07/2016;0;0;0;120;0;327373,0;-11708382,9;11/12/1998;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;0;0.0;0;228449;INT039
09/01/2017;93962207;311712199329;Carla Almeida;75921429080;10/11/2013;0;0;0;120;0;327626,0;-11717485,1;05/09/1984;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-14 00:00:00.000;LIQUIDADO;0;0.0;0;805419;INT039
02/01/2020;74822256;844999401537;Camila Silva;19444549984;14/08/2011;0;0;0;120;0;513,0;53351,0;08/02/1987;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-05 00:00:00.000;LIQUIDADO;0;0.0;0;117662;INT039
10/10/2015;92396085;666229068550;Jaqueline de Sousa;96291830883;28/11/2016;0;0;0;120;0;327879,0;-11726587,4;03/09/2005;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-30 00:00:00.000;LIQUIDADO;0;0.0;0;182461;INT039
17/02/2025;29055206;701404154016;Maria dos Santos;63516260359;28/02/2011;0;0;0;120;0;328132,0;-11735689,6;27/05/1991;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-30 00:00:00.000;LIQUIDADO;0;0.0;0;588978;INT039
11/01/2019;72355302;233571461517;Rosa Soares;17129449602;10/03/2022;0;0;0;120;0;532,0;39157,0;10/04/1987;2;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-30 00:00:00.000;LIQUIDADO;0;0.0;0;109250;INT039
24/10/2022;33352735;147670481899;Josefa Araujo;50234971517;10/10/2020;0;0;0;120;0;328385,0;-11744791,9;26/05/1992;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;111664;INT039
18/05/2021;31892642;255312435111;Camila da Silva;43740510185;16/10/2025;0;0;0;120;0;328638,0;-11753894,1;25/09/2005;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-30 00:00:00.000;LIQUIDADO;0;0.0;0;432056;INT039
16/02/2022;35561627;364460525913;Antônia Oliveira;88818275626;06/11/2011;0;0;0;120;0;466,0;51454,0;26/08/1994;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-06-01 00:00:00.000;LIQUIDADO;0;0.0;0;865299;INT039
27/03/2015;14755284;205067557752;Gabriela da Costa;20569939555;21/06/2015;0;0;0;120;0;328891,0;-11762996,4;20/03/1994;2;0;Separado judicialmente;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-30 00:00:00.000;LIQUIDADO;0;0.0;0;550673;INT039
19/02/2015;17356032;385758559568;Jaqueline Martins;86286887270;04/05/2023;0;0;0;120;0;329144,0;-11772098,6;04/09/2002;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-30 00:00:00.000;LIQUIDADO;0;0.0;0;600848;INT039
20/05/2025;99272176;608189947222;Marlene Nascimento;34876207622;27/12/2016;0;0;0;120;0;736,0;62470,0;20/07/2004;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;82;0.0;0;614822;INT039
23/09/2024;27291196;212249726712;Simone Nunes;58837757558;11/06/2018;0;0;0;120;0;329397,0;-11781200,9;13/10/1985;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-30 00:00:00.000;LIQUIDADO;0;0.0;0;654350;INT039
13/04/2019;52699031;771576719474;Jaqueline Mendes;81690126657;27/12/2018;0;0;0;120;0;329650,0;-11790303,1;13/05/1996;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;143980;INT039
09/12/2016;78136136;700903206037;Júlia de Carvalho;59969268108;28/04/2018;0;0;0;120;0;828,0;49325,0;04/05/2001;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;778152;INT039
05/02/2023;23390309;429102988169;Eliane Gonçalves;89524849259;14/05/2013;0;0;0;120;0;329903,0;-11799405,4;12/02/1992;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-30 00:00:00.000;LIQUIDADO;0;0.0;0;410978;INT039
