data_referencia;cod_ibge;txt_municipio;txt_uf;txt_regiao;cod_empreendimento;txt_nome_empreendimento;txt_af;txt_modalidade;dt_assinatura_contrato;data_nascimento;txt_sexo;Estado Civil;Tipo de Beneficiário;vr_garantia_inicial;vr_subsidio_concessao;vr_renda_familiar_comprovada
14/07/2024;472676;Curitiba;PR;Sul;FAR-6538-PR;Conjunto Habitacional FAR-6538-PR;Caixa Econômica Federal;MCMV-Oferta Pública;30/06/2025;26/11/1990;Masculino;casado;Não aplicável;R$ 89.924,00;R$ 40.292,00;R$ 1.996,00
02/10/2024;649125;Curitiba;PR;Sul;FAR-6539-PR;Condomínio FAR-6539-PR;Caixa Econômica Federal;MCMV-Oferta Pública;22/05/2025;10/04/1988;Masculino;divorciado;Pescadores artesanais;R$ 98.955,00;R$ 43.716,00;R$ 4.188,00
12/12/2018;748082;Salvador;BA;Nordeste;FAR-6540-BA;Condomínio FAR-6540-BA;Caixa Econômica Federal;MCMV-FAR;14/07/2024;11/01/2002;Masculino;casado;Outras Comunidades;R$ 67.940,00;R$ 42.946,00;R$ 2.686,00
13/11/2024;209787;Curitiba;PR;Sul;FAR-6541-PR;Condomínio FAR-6541-PR;Banco do Nordeste;MCMV-Oferta Pública;10/04/2025;24/02/2001;Feminino;divorciado;Quilombolas;R$ 60.356,00;R$ 41.742,00;R$ 4.992,00
13/09/2020;934775;Curitiba;PR;Sul;FAR-6542-PR;Conjunto Habitacional FAR-6542-PR;Caixa Econômica Federal;MCMV-Oferta Pública;22/03/2025;26/05/1985;Masculino;casado;Extravista;R$ 82.714,00;R$ 40.976,00;R$ 1.663,00
06/08/2018;789728;Rio de Janeiro;RJ;Sudeste;FAR-6543-RJ;Residencial FAR-6543-RJ;Banco do Nordeste;MCMV-Entidades;27/11/2023;26/07/1993;Masculino;divorciado;Quilombolas;R$ 93.191,00;R$ 40.687,00;R$ 1.876,00
07/02/2024;945527;Rio de Janeiro;RJ;Sudeste;FAR-6544-RJ;Condomínio FAR-6544-RJ;Banco do Brasil;MCMV-Entidades;23/01/2025;20/12/1984;Feminino;separado;Indigena;R$ 95.309,00;R$ 46.718,00;R$ 4.445,00
25/09/2022;218068;Salvador;BA;Nordeste;FAR-6545-BA;Condomínio FAR-6545-BA;Banco do Brasil;MCMV-FAR;27/02/2023;27/08/2003;Feminino;separado;Não aplicável;R$ 75.961,00;R$ 44.563,00;R$ 3.506,00
24/12/2018;170320;Rio de Janeiro;RJ;Sudeste;FAR-6546-RJ;Conjunto Habitacional FAR-6546-RJ;Banco do Nordeste;MCMV-Entidades;16/11/2024;04/10/2004;Feminino;divorciado;Pescadores artesanais;R$ 60.127,00;R$ 42.736,00;R$ 4.927,00
23/08/2019;218506;Salvador;BA;Nordeste;FAR-6547-BA;Conjunto Habitacional FAR-6547-BA;Banco do Nordeste;MCMV-FAR;30/03/2023;05/01/1988;Masculino;divorciado;Quilombolas;R$ 74.531,00;R$ 46.531,00;R$ 2.731,00
11/10/2017;393958;Salvador;BA;Nordeste;FAR-6548-BA;Residencial FAR-6548-BA;Banco do Nordeste;MCMV-FAR;03/12/2023;27/11/1988;Masculino;solteiro;Não aplicável;R$ 59.159,00;R$ 46.806,00;R$ 2.932,00
28/03/2017;528292;Salvador;BA;Nordeste;FAR-6549-BA;Condomínio FAR-6549-BA;Caixa Econômica Federal;MCMV-FAR;25/07/2023;07/09/1991;Masculino;solteiro;Assentados do PNRA;R$ 78.368,00;R$ 49.626,00;R$ 4.848,00
26/05/2024;802159;Curitiba;PR;Sul;FAR-6550-PR;Conjunto Habitacional FAR-6550-PR;Caixa Econômica Federal;MCMV-Oferta Pública;23/01/2024;26/03/1986;Feminino;separado;Outras Comunidades;R$ 55.352,00;R$ 40.094,00;R$ 4.883,00
21/11/2020;260291;Rio de Janeiro;RJ;Sudeste;FAR-6551-RJ;Conjunto Habitacional FAR-6551-RJ;Banco do Nordeste;MCMV-Entidades;01/06/2025;12/08/1991;Feminino;separado;Pescadores artesanais;R$ 51.970,00;R$ 42.912,00;R$ 3.512,00
15/02/2017;217124;Salvador;BA;Nordeste;FAR-6552-BA;Conjunto Habitacional FAR-6552-BA;Banco do Nordeste;MCMV-FAR;08/05/2024;05/09/1992;Feminino;casado;Extravista;R$ 79.557,00;R$ 43.341,00;R$ 3.581,00
10/01/2023;151608;São Paulo;SP;Sudeste;FAR-6553-SP;Residencial FAR-6553-SP;Banco do Brasil;MCMV-FAR;22/02/2024;22/09/1987;Feminino;solteiro;Pescadores artesanais;R$ 96.647,00;R$ 49.895,00;R$ 3.990,00
13/11/2021;211535;Salvador;BA;Nordeste;FAR-6554-BA;Condomínio FAR-6554-BA;Banco do Brasil;MCMV-FAR;25/03/2025;03/05/1988;Masculino;separado;Extravista;R$ 83.224,00;R$ 45.980,00;R$ 4.971,00
07/02/2021;665882;Salvador;BA;Nordeste;FAR-6555-BA;Residencial FAR-6555-BA;Caixa Econômica Federal;MCMV-FAR;22/03/2024;20/06/2005;Masculino;separado;Indigena;R$ 80.534,00;R$ 43.847,00;R$ 4.828,00
11/04/2018;166890;São Paulo;SP;Sudeste;FAR-6556-SP;Condomínio FAR-6556-SP;Banco do Brasil;MCMV-FAR;19/05/2025;21/05/1986;Masculino;viúvo;Pescadores artesanais;R$ 82.454,00;R$ 41.569,00;R$ 4.493,00
06/11/2019;499518;Salvador;BA;Nordeste;FAR-6557-BA;Conjunto Habitacional FAR-6557-BA;Banco do Nordeste;MCMV-FAR;01/03/2024;11/01/1988;Masculino;casado;Indigena;R$ 72.192,00;R$ 42.519,00;R$ 2.672,00
14/12/2020;877019;São Paulo;SP;Sudeste;FAR-6558-SP;Condomínio FAR-6558-SP;Banco do Brasil;MCMV-FAR;08/06/2023;03/06/1987;Feminino;casado;Indigena;R$ 83.195,00;R$ 45.461,00;R$ 3.716,00
18/12/2019;432319;São Paulo;SP;Sudeste;FAR-6559-SP;Conjunto Habitacional FAR-6559-SP;Banco do Brasil;MCMV-FAR;23/06/2024;18/05/1997;Masculino;solteiro;Outras Comunidades;R$ 77.682,00;R$ 45.016,00;R$ 1.556,00
08/01/2021;581234;São Paulo;SP;Sudeste;FAR-6560-SP;Conjunto Habitacional FAR-6560-SP;Caixa Econômica Federal;MCMV-FAR;18/06/2023;19/04/1986;Masculino;separado;Assentados do PNRA;R$ 56.990,00;R$ 40.816,00;R$ 3.534,00
28/11/2017;757819;Salvador;BA;Nordeste;FAR-6561-BA;Condomínio FAR-6561-BA;Banco do Brasil;MCMV-FAR;20/10/2024;13/07/2001;Feminino;viúvo;Assentados do PNRA;R$ 59.570,00;R$ 40.177,00;R$ 1.817,00
02/06/2019;678626;Salvador;BA;Nordeste;FAR-6562-BA;Residencial FAR-6562-BA;Caixa Econômica Federal;MCMV-FAR;05/01/2025;06/01/1997;Feminino;solteiro;Assentados do PNRA;R$ 89.799,00;R$ 49.807,00;R$ 4.135,00
07/04/2022;988576;Salvador;BA;Nordeste;FAR-6563-BA;Conjunto Habitacional FAR-6563-BA;Banco do Nordeste;MCMV-FAR;11/04/2023;10/07/1992;Feminino;casado;Quilombolas;R$ 75.071,00;R$ 41.639,00;R$ 4.603,00
21/04/2020;918625;São Paulo;SP;Sudeste;FAR-6564-SP;Residencial FAR-6564-SP;Banco do Brasil;MCMV-FAR;16/07/2023;14/09/1995;Masculino;separado;Quilombolas;R$ 95.814,00;R$ 49.520,00;R$ 3.004,00
12/12/2024;507205;Rio de Janeiro;RJ;Sudeste;FAR-6565-RJ;Residencial FAR-6565-RJ;Banco do Brasil;MCMV-Entidades;22/09/2024;02/01/1987;Masculino;separado;Quilombolas;R$ 95.973,00;R$ 41.174,00;R$ 2.449,00
06/12/2023;937605;Rio de Janeiro;RJ;Sudeste;FAR-6566-RJ;Conjunto Habitacional FAR-6566-RJ;Caixa Econômica Federal;MCMV-Entidades;31/05/2023;06/09/1994;Masculino;viúvo;Assentados do PNRA;R$ 51.449,00;R$ 44.793,00;R$ 3.247,00
03/04/2020;247054;Rio de Janeiro;RJ;Sudeste;FAR-6567-RJ;Condomínio FAR-6567-RJ;Banco do Brasil;MCMV-Entidades;14/12/2023;02/02/1987;Feminino;viúvo;Indigena;R$ 56.782,00;R$ 49.859,00;R$ 2.694,00
25/03/2020;809537;Salvador;BA;Nordeste;FAR-6568-BA;Residencial FAR-6568-BA;Banco do Nordeste;MCMV-FAR;21/04/2024;26/10/1988;Masculino;solteiro;Não aplicável;R$ 75.411,00;R$ 42.182,00;R$ 3.853,00
10/02/2024;852287;Rio de Janeiro;RJ;Sudeste;FAR-6569-RJ;Conjunto Habitacional FAR-6569-RJ;Caixa Econômica Federal;MCMV-Entidades;08/10/2023;17/02/1995;Masculino;viúvo;Outras Comunidades;R$ 80.030,00;R$ 44.909,00;R$ 4.326,00
28/06/2021;736670;São Paulo;SP;Sudeste;FAR-6570-SP;Condomínio FAR-6570-SP;Banco do Brasil;MCMV-FAR;03/08/2024;11/04/1987;Masculino;separado;Não aplicável;R$ 77.675,00;R$ 46.434,00;R$ 2.007,00
24/01/2019;641717;Curitiba;PR;Sul;FAR-6571-PR;Conjunto Habitacional FAR-6571-PR;Caixa Econômica Federal;MCMV-Oferta Pública;20/08/2024;28/09/2002;Masculino;viúvo;Extravista;R$ 73.313,00;R$ 47.040,00;R$ 4.011,00
27/01/2020;695738;Curitiba;PR;Sul;FAR-6572-PR;Condomínio FAR-6572-PR;Caixa Econômica Federal;MCMV-Oferta Pública;25/07/2023;25/05/1991;Masculino;casado;Quilombolas;R$ 63.679,00;R$ 40.891,00;R$ 3.962,00
12/06/2024;761438;Salvador;BA;Nordeste;FAR-6573-BA;Residencial FAR-6573-BA;Banco do Nordeste;MCMV-FAR;26/04/2025;02/10/1998;Feminino;casado;Extravista;R$ 53.447,00;R$ 46.195,00;R$ 4.285,00
16/08/2020;487061;São Paulo;SP;Sudeste;FAR-6574-SP;Residencial FAR-6574-SP;Banco do Brasil;MCMV-FAR;16/12/2024;03/02/1991;Feminino;solteiro;Outras Comunidades;R$ 55.058,00;R$ 45.503,00;R$ 4.577,00
18/06/2020;710424;Salvador;BA;Nordeste;FAR-6575-BA;Residencial FAR-6575-BA;Banco do Nordeste;MCMV-FAR;15/12/2024;24/04/2000;Feminino;separado;Indigena;R$ 81.734,00;R$ 47.739,00;R$ 4.768,00
14/04/2018;620187;Curitiba;PR;Sul;FAR-6576-PR;Conjunto Habitacional FAR-6576-PR;Caixa Econômica Federal;MCMV-Oferta Pública;22/08/2023;12/04/1985;Feminino;divorciado;Quilombolas;R$ 54.340,00;R$ 43.778,00;R$ 2.298,00
02/07/2024;960529;Salvador;BA;Nordeste;FAR-6577-BA;Residencial FAR-6577-BA;Banco do Brasil;MCMV-FAR;17/09/2024;07/12/1997;Feminino;viúvo;Outras Comunidades;R$ 85.601,00;R$ 41.635,00;R$ 3.718,00
21/09/2020;955456;Salvador;BA;Nordeste;FAR-6578-BA;Conjunto Habitacional FAR-6578-BA;Caixa Econômica Federal;MCMV-FAR;28/09/2023;15/01/2006;Masculino;solteiro;Quilombolas;R$ 94.997,00;R$ 47.291,00;R$ 4.922,00
09/01/2017;294660;Salvador;BA;Nordeste;FAR-6579-BA;Residencial FAR-6579-BA;Banco do Brasil;MCMV-FAR;14/11/2023;26/11/2000;Feminino;casado;Extravista;R$ 73.139,00;R$ 47.822,00;R$ 1.656,00
10/07/2019;932743;Curitiba;PR;Sul;FAR-6580-PR;Residencial FAR-6580-PR;Banco do Nordeste;MCMV-Oferta Pública;10/11/2024;25/08/1991;Feminino;divorciado;Indigena;R$ 67.773,00;R$ 44.665,00;R$ 3.386,00
20/07/2018;282608;Rio de Janeiro;RJ;Sudeste;FAR-6581-RJ;Condomínio FAR-6581-RJ;Banco do Nordeste;MCMV-Entidades;04/08/2023;22/06/1994;Feminino;separado;Outras Comunidades;R$ 67.326,00;R$ 49.081,00;R$ 3.817,00
18/08/2020;311743;Curitiba;PR;Sul;FAR-6582-PR;Conjunto Habitacional FAR-6582-PR;Banco do Brasil;MCMV-Oferta Pública;29/05/2024;13/10/2002;Feminino;divorciado;Não aplicável;R$ 81.434,00;R$ 43.222,00;R$ 3.426,00
21/09/2024;357355;Salvador;BA;Nordeste;FAR-6583-BA;Condomínio FAR-6583-BA;Banco do Nordeste;MCMV-FAR;05/02/2023;20/01/1990;Feminino;separado;Indigena;R$ 79.788,00;R$ 45.400,00;R$ 2.540,00
22/12/2020;868079;Salvador;BA;Nordeste;FAR-6584-BA;Residencial FAR-6584-BA;Caixa Econômica Federal;MCMV-FAR;20/01/2024;21/07/1991;Masculino;casado;Pescadores artesanais;R$ 84.319,00;R$ 46.237,00;R$ 4.076,00
25/11/2024;120470;São Paulo;SP;Sudeste;FAR-6585-SP;Conjunto Habitacional FAR-6585-SP;Banco do Brasil;MCMV-FAR;07/01/2023;19/06/1992;Feminino;divorciado;Outras Comunidades;R$ 80.215,00;R$ 47.987,00;R$ 3.909,00
28/11/2018;266202;Rio de Janeiro;RJ;Sudeste;FAR-6586-RJ;Conjunto Habitacional FAR-6586-RJ;Caixa Econômica Federal;MCMV-Entidades;02/01/2025;23/02/1987;Masculino;viúvo;Outras Comunidades;R$ 99.181,00;R$ 43.203,00;R$ 2.847,00
15/07/2021;723382;São Paulo;SP;Sudeste;FAR-6587-SP;Residencial FAR-6587-SP;Caixa Econômica Federal;MCMV-FAR;12/06/2025;21/04/1989;Masculino;viúvo;Pescadores artesanais;R$ 80.680,00;R$ 47.280,00;R$ 2.081,00
07/02/2023;738972;Curitiba;PR;Sul;FAR-6588-PR;Condomínio FAR-6588-PR;Banco do Nordeste;MCMV-Oferta Pública;06/02/2025;22/02/1999;Masculino;solteiro;Indigena;R$ 85.508,00;R$ 44.285,00;R$ 1.418,00
27/04/2023;568251;Salvador;BA;Nordeste;FAR-6589-BA;Condomínio FAR-6589-BA;Caixa Econômica Federal;MCMV-FAR;28/11/2023;14/02/2002;Feminino;viúvo;Assentados do PNRA;R$ 76.625,00;R$ 42.866,00;R$ 3.181,00
16/01/2017;384909;Curitiba;PR;Sul;FAR-6590-PR;Residencial FAR-6590-PR;Caixa Econômica Federal;MCMV-Oferta Pública;31/08/2023;14/04/1996;Masculino;viúvo;Quilombolas;R$ 62.265,00;R$ 40.897,00;R$ 3.747,00
12/09/2023;937047;São Paulo;SP;Sudeste;FAR-6591-SP;Condomínio FAR-6591-SP;Caixa Econômica Federal;MCMV-FAR;27/08/2024;14/04/1993;Feminino;divorciado;Quilombolas;R$ 87.111,00;R$ 45.301,00;R$ 2.888,00
10/06/2020;417864;Salvador;BA;Nordeste;FAR-6592-BA;Residencial FAR-6592-BA;Banco do Brasil;MCMV-FAR;11/06/2024;12/08/1988;Feminino;casado;Não aplicável;R$ 94.552,00;R$ 43.832,00;R$ 1.310,00
17/07/2017;941145;Curitiba;PR;Sul;FAR-6593-PR;Conjunto Habitacional FAR-6593-PR;Banco do Brasil;MCMV-Oferta Pública;18/09/2023;25/09/2006;Feminino;separado;Pescadores artesanais;R$ 98.877,00;R$ 40.896,00;R$ 2.919,00
04/12/2022;535751;Salvador;BA;Nordeste;FAR-6594-BA;Residencial FAR-6594-BA;Banco do Brasil;MCMV-FAR;08/08/2024;04/07/1989;Feminino;separado;Indigena;R$ 72.365,00;R$ 42.978,00;R$ 1.699,00
13/02/2022;723316;São Paulo;SP;Sudeste;FAR-6595-SP;Conjunto Habitacional FAR-6595-SP;Banco do Brasil;MCMV-FAR;29/01/2024;25/07/1984;Feminino;casado;Indigena;R$ 60.209,00;R$ 45.522,00;R$ 1.863,00
07/09/2022;341515;Curitiba;PR;Sul;FAR-6596-PR;Condomínio FAR-6596-PR;Banco do Brasil;MCMV-Oferta Pública;26/10/2024;21/10/1986;Masculino;solteiro;Outras Comunidades;R$ 94.310,00;R$ 46.809,00;R$ 3.725,00
19/07/2018;769198;Rio de Janeiro;RJ;Sudeste;FAR-6597-RJ;Residencial FAR-6597-RJ;Caixa Econômica Federal;MCMV-Entidades;05/04/2025;04/02/1986;Feminino;casado;Indigena;R$ 87.690,00;R$ 49.217,00;R$ 2.160,00
22/08/2021;139284;São Paulo;SP;Sudeste;FAR-6598-SP;Conjunto Habitacional FAR-6598-SP;Banco do Brasil;MCMV-FAR;02/04/2023;15/02/1993;Feminino;separado;Outras Comunidades;R$ 97.088,00;R$ 42.155,00;R$ 4.646,00
14/08/2018;982611;Curitiba;PR;Sul;FAR-6599-PR;Condomínio FAR-6599-PR;Caixa Econômica Federal;MCMV-Oferta Pública;19/02/2025;06/04/1997;Feminino;casado;Indigena;R$ 65.307,00;R$ 45.085,00;R$ 3.479,00
06/11/2018;732374;São Paulo;SP;Sudeste;FAR-6600-SP;Condomínio FAR-6600-SP;Banco do Brasil;MCMV-FAR;31/01/2025;15/04/1991;Masculino;divorciado;Outras Comunidades;R$ 97.026,00;R$ 44.324,00;R$ 1.490,00
10/11/2017;124961;Salvador;BA;Nordeste;FAR-6601-BA;Residencial FAR-6601-BA;Banco do Brasil;MCMV-FAR;09/11/2024;06/11/2006;Feminino;viúvo;Indigena;R$ 61.074,00;R$ 49.048,00;R$ 4.402,00
26/06/2024;779103;Rio de Janeiro;RJ;Sudeste;FAR-6602-RJ;Conjunto Habitacional FAR-6602-RJ;Caixa Econômica Federal;MCMV-Entidades;28/01/2025;18/03/2000;Feminino;divorciado;Pescadores artesanais;R$ 83.882,00;R$ 48.462,00;R$ 4.241,00
13/12/2018;473097;Salvador;BA;Nordeste;FAR-6603-BA;Condomínio FAR-6603-BA;Caixa Econômica Federal;MCMV-FAR;14/12/2023;25/07/2000;Feminino;viúvo;Quilombolas;R$ 84.220,00;R$ 48.837,00;R$ 4.730,00
26/08/2023;185401;Rio de Janeiro;RJ;Sudeste;FAR-6604-RJ;Condomínio FAR-6604-RJ;Caixa Econômica Federal;MCMV-Entidades;10/06/2023;27/05/1985;Feminino;separado;Pescadores artesanais;R$ 57.253,00;R$ 49.985,00;R$ 4.059,00
21/08/2018;790495;Curitiba;PR;Sul;FAR-6605-PR;Conjunto Habitacional FAR-6605-PR;Banco do Nordeste;MCMV-Oferta Pública;16/01/2025;03/12/1997;Feminino;divorciado;Outras Comunidades;R$ 54.077,00;R$ 47.603,00;R$ 1.727,00
14/01/2021;596251;Curitiba;PR;Sul;FAR-6606-PR;Condomínio FAR-6606-PR;Banco do Nordeste;MCMV-Oferta Pública;12/03/2025;18/08/2002;Masculino;separado;Quilombolas;R$ 67.891,00;R$ 48.327,00;R$ 2.170,00
22/07/2017;631983;Salvador;BA;Nordeste;FAR-6607-BA;Conjunto Habitacional FAR-6607-BA;Banco do Brasil;MCMV-FAR;15/05/2023;08/01/1990;Feminino;casado;Assentados do PNRA;R$ 99.124,00;R$ 43.622,00;R$ 2.529,00
02/02/2024;455965;São Paulo;SP;Sudeste;FAR-6608-SP;Condomínio FAR-6608-SP;Banco do Nordeste;MCMV-FAR;24/09/2023;08/01/1985;Masculino;solteiro;Extravista;R$ 68.323,00;R$ 47.882,00;R$ 3.218,00
19/01/2024;754267;Salvador;BA;Nordeste;FAR-6609-BA;Conjunto Habitacional FAR-6609-BA;Caixa Econômica Federal;MCMV-FAR;27/07/2023;26/10/1985;Feminino;viúvo;Quilombolas;R$ 65.601,00;R$ 42.367,00;R$ 4.396,00
26/03/2019;185996;Curitiba;PR;Sul;FAR-6610-PR;Conjunto Habitacional FAR-6610-PR;Caixa Econômica Federal;MCMV-Oferta Pública;14/02/2023;02/07/1986;Feminino;viúvo;Outras Comunidades;R$ 77.929,00;R$ 47.838,00;R$ 1.524,00
23/11/2024;411598;Salvador;BA;Nordeste;FAR-6611-BA;Condomínio FAR-6611-BA;Banco do Nordeste;MCMV-FAR;11/02/2025;20/05/1991;Masculino;viúvo;Indigena;R$ 95.374,00;R$ 43.281,00;R$ 1.453,00
28/06/2021;757232;São Paulo;SP;Sudeste;FAR-6612-SP;Residencial FAR-6612-SP;Banco do Nordeste;MCMV-FAR;13/01/2023;05/08/1989;Feminino;casado;Indigena;R$ 76.331,00;R$ 43.239,00;R$ 2.955,00
24/08/2020;459120;Rio de Janeiro;RJ;Sudeste;FAR-6613-RJ;Conjunto Habitacional FAR-6613-RJ;Banco do Brasil;MCMV-Entidades;12/06/2025;22/08/1993;Masculino;separado;Outras Comunidades;R$ 83.570,00;R$ 40.829,00;R$ 3.694,00
07/02/2022;824424;São Paulo;SP;Sudeste;FAR-6614-SP;Condomínio FAR-6614-SP;Banco do Nordeste;MCMV-FAR;17/02/2025;18/11/1985;Masculino;casado;Outras Comunidades;R$ 58.694,00;R$ 41.260,00;R$ 4.447,00
07/03/2018;177145;São Paulo;SP;Sudeste;FAR-6615-SP;Condomínio FAR-6615-SP;Banco do Nordeste;MCMV-FAR;29/10/2023;11/05/1996;Feminino;separado;Assentados do PNRA;R$ 60.989,00;R$ 47.465,00;R$ 1.611,00
28/05/2020;559354;São Paulo;SP;Sudeste;FAR-6616-SP;Conjunto Habitacional FAR-6616-SP;Banco do Brasil;MCMV-FAR;11/11/2024;12/06/1993;Masculino;separado;Não aplicável;R$ 74.964,00;R$ 48.544,00;R$ 1.828,00
03/06/2017;218911;Salvador;BA;Nordeste;FAR-6617-BA;Conjunto Habitacional FAR-6617-BA;Banco do Brasil;MCMV-FAR;10/08/2024;12/01/2006;Masculino;viúvo;Quilombolas;R$ 95.373,00;R$ 41.906,00;R$ 4.419,00
03/09/2022;445487;Salvador;BA;Nordeste;FAR-6618-BA;Condomínio FAR-6618-BA;Banco do Brasil;MCMV-FAR;22/02/2023;18/10/1986;Feminino;casado;Pescadores artesanais;R$ 58.831,00;R$ 41.078,00;R$ 1.479,00
01/10/2019;184057;Curitiba;PR;Sul;FAR-6619-PR;Condomínio FAR-6619-PR;Banco do Brasil;MCMV-Oferta Pública;19/12/2024;24/10/1991;Masculino;divorciado;Pescadores artesanais;R$ 56.642,00;R$ 45.578,00;R$ 3.538,00
22/11/2021;877126;Rio de Janeiro;RJ;Sudeste;FAR-6620-RJ;Conjunto Habitacional FAR-6620-RJ;Banco do Brasil;MCMV-Entidades;18/01/2023;09/04/1986;Masculino;casado;Pescadores artesanais;R$ 66.021,00;R$ 45.135,00;R$ 2.275,00
01/03/2020;285530;Rio de Janeiro;RJ;Sudeste;FAR-6621-RJ;Condomínio FAR-6621-RJ;Banco do Brasil;MCMV-Entidades;11/02/2023;08/01/1985;Feminino;casado;Assentados do PNRA;R$ 79.366,00;R$ 46.454,00;R$ 3.291,00
03/04/2017;227120;Salvador;BA;Nordeste;FAR-6622-BA;Condomínio FAR-6622-BA;Caixa Econômica Federal;MCMV-FAR;27/10/2024;06/03/1984;Masculino;casado;Indigena;R$ 87.416,00;R$ 42.567,00;R$ 2.684,00
07/08/2017;244859;Rio de Janeiro;RJ;Sudeste;FAR-6623-RJ;Condomínio FAR-6623-RJ;Caixa Econômica Federal;MCMV-Entidades;25/12/2024;24/07/2004;Feminino;viúvo;Assentados do PNRA;R$ 68.508,00;R$ 42.175,00;R$ 4.593,00
21/09/2019;374617;Rio de Janeiro;RJ;Sudeste;FAR-6624-RJ;Conjunto Habitacional FAR-6624-RJ;Banco do Brasil;MCMV-Entidades;21/12/2023;10/01/1988;Masculino;viúvo;Quilombolas;R$ 61.371,00;R$ 45.256,00;R$ 4.541,00
18/04/2021;264430;Rio de Janeiro;RJ;Sudeste;FAR-6625-RJ;Residencial FAR-6625-RJ;Caixa Econômica Federal;MCMV-Entidades;17/06/2025;05/07/1998;Feminino;divorciado;Quilombolas;R$ 51.577,00;R$ 42.594,00;R$ 4.136,00
14/10/2020;175758;São Paulo;SP;Sudeste;FAR-6626-SP;Residencial FAR-6626-SP;Banco do Nordeste;MCMV-FAR;02/02/2025;08/06/1991;Masculino;divorciado;Outras Comunidades;R$ 79.513,00;R$ 45.986,00;R$ 2.690,00
07/07/2024;342219;Rio de Janeiro;RJ;Sudeste;FAR-6627-RJ;Residencial FAR-6627-RJ;Banco do Nordeste;MCMV-Entidades;07/05/2025;13/08/2005;Feminino;viúvo;Pescadores artesanais;R$ 59.263,00;R$ 49.780,00;R$ 4.548,00
24/01/2019;439043;São Paulo;SP;Sudeste;FAR-6628-SP;Conjunto Habitacional FAR-6628-SP;Caixa Econômica Federal;MCMV-FAR;03/06/2023;18/12/1988;Feminino;divorciado;Outras Comunidades;R$ 56.301,00;R$ 46.417,00;R$ 4.789,00
07/08/2024;458882;Salvador;BA;Nordeste;FAR-6629-BA;Residencial FAR-6629-BA;Caixa Econômica Federal;MCMV-FAR;23/06/2025;16/01/1991;Masculino;separado;Outras Comunidades;R$ 55.962,00;R$ 49.824,00;R$ 1.817,00
27/08/2024;700627;Rio de Janeiro;RJ;Sudeste;FAR-6630-RJ;Condomínio FAR-6630-RJ;Banco do Nordeste;MCMV-Entidades;03/07/2023;22/07/1995;Masculino;viúvo;Extravista;R$ 60.601,00;R$ 44.237,00;R$ 4.704,00
04/08/2018;322336;Curitiba;PR;Sul;FAR-6631-PR;Residencial FAR-6631-PR;Banco do Nordeste;MCMV-Oferta Pública;19/06/2023;03/12/1986;Masculino;separado;Assentados do PNRA;R$ 82.010,00;R$ 40.969,00;R$ 2.078,00
04/07/2017;672269;Rio de Janeiro;RJ;Sudeste;FAR-6632-RJ;Condomínio FAR-6632-RJ;Banco do Nordeste;MCMV-Entidades;19/12/2023;21/04/1997;Masculino;solteiro;Quilombolas;R$ 65.405,00;R$ 41.752,00;R$ 4.959,00
02/04/2024;533127;Curitiba;PR;Sul;FAR-6633-PR;Condomínio FAR-6633-PR;Banco do Brasil;MCMV-Oferta Pública;20/01/2024;16/05/2002;Feminino;divorciado;Extravista;R$ 84.775,00;R$ 45.250,00;R$ 4.257,00
20/07/2021;129698;São Paulo;SP;Sudeste;FAR-6634-SP;Conjunto Habitacional FAR-6634-SP;Banco do Nordeste;MCMV-FAR;31/12/2024;23/07/1999;Feminino;divorciado;Outras Comunidades;R$ 54.525,00;R$ 40.131,00;R$ 2.680,00
22/01/2022;496818;Rio de Janeiro;RJ;Sudeste;FAR-6635-RJ;Residencial FAR-6635-RJ;Banco do Nordeste;MCMV-Entidades;13/06/2025;23/09/2005;Masculino;solteiro;Extravista;R$ 87.735,00;R$ 42.464,00;R$ 1.471,00
20/12/2017;451634;Rio de Janeiro;RJ;Sudeste;FAR-6636-RJ;Condomínio FAR-6636-RJ;Banco do Brasil;MCMV-Entidades;04/03/2023;24/09/1984;Masculino;separado;Extravista;R$ 61.418,00;R$ 48.493,00;R$ 4.846,00
13/07/2022;542192;Rio de Janeiro;RJ;Sudeste;FAR-6637-RJ;Conjunto Habitacional FAR-6637-RJ;Caixa Econômica Federal;MCMV-Entidades;19/07/2024;22/05/2006;Masculino;divorciado;Indigena;R$ 97.553,00;R$ 44.640,00;R$ 3.399,00
27/04/2024;381311;São Paulo;SP;Sudeste;FAR-6638-SP;Condomínio FAR-6638-SP;Caixa Econômica Federal;MCMV-FAR;29/06/2023;17/10/1988;Masculino;viúvo;Assentados do PNRA;R$ 54.927,00;R$ 46.920,00;R$ 2.242,00
25/07/2022;100656;Salvador;BA;Nordeste;FAR-6639-BA;Conjunto Habitacional FAR-6639-BA;Banco do Nordeste;MCMV-FAR;02/04/2024;25/09/2005;Masculino;divorciado;Extravista;R$ 74.810,00;R$ 44.091,00;R$ 1.355,00
20/12/2023;485777;São Paulo;SP;Sudeste;FAR-6640-SP;Condomínio FAR-6640-SP;Banco do Nordeste;MCMV-FAR;01/11/2023;25/05/2005;Feminino;separado;Pescadores artesanais;R$ 89.443,00;R$ 44.908,00;R$ 4.702,00
